Chemical Formula X2YZ,X,Y,Z,Structure Type,Total Energy Difference (eV),Formation Energy (eV),Lattice Constant (Ang),Anomalous Hall Conductivity (S/cm),Curie Temperature (K),Fermi Level (eV),Polarization,Magnetic Moments of X1 (muB),Magnetic Moments of X2 (muB),Magnetic Moments of Y (muB),Magnetic Moments of Z (muB),Total Magnetic Moments (muB),Number of Valence Electrons
V2AuPb,V,Au,Pb,l21,0.469895,0.3948425,6.557144018,79.1977,189.002,7.2987,0.201532,1.409,1.409,-0.014,-0.041,2.763,15
V2AuSb,V,Au,Sb,l21,0.859775,0.1438605,6.413894083,18.9122,0,9.1267,0.286597,0.187,0.187,-0.005,-0.003,0.366,16
V2AuSi,V,Au,Si,l21,0.521073,-0.0113435,6.135357651,51.4878,0,8.4826,0.087092,0.038,0.038,-0.001,-0.002,0.073,15
V2AuSn,V,Au,Sn,l21,0.294661,0.17125575,6.463095987,283.5189,0,7.5353,0.395284,1.329,1.329,-0.017,-0.035,2.606,15
V2CdAl,V,Cd,Al,xa,-0.132438,0.29053075,6.34493703,32.5154,441.002,5.6126,0.205746,1.428,-1.198,0.018,-0.003,0.245,15
V2CdAs,V,Cd,As,l21,0.78603,0.3237615,6.311797763,63.8161,322.502,6.1458,0.018439,0.787,0.787,0.031,-0.019,1.586,17
V2CdB,V,Cd,B,l21,0.577024,0.7378475,5.955876979,76.4541,0,5.6421,0.021416,0.001,0.001,0,0,0.002,15
V2CdBi,V,Cd,Bi,l21,0.646477,0.5306045,6.874243225,348.2079,469.502,5.7214,0.232855,2.609,2.609,0.039,-0.062,5.195,17
V2CdGa,V,Cd,Ga,l21,0.117136,0.3100985,6.335948288,11.5834,456.002,4.6478,0.311831,1.224,1.224,0.006,-0.027,2.427,15
V2CdGe,V,Cd,Ge,l21,0.508234,0.3208415,6.306740536,47.4027,981.002,5.6685,0.035976,0.957,0.957,0.029,-0.014,1.929,16
V2CdIn,V,Cd,In,xa,-0.073527,0.42847675,6.609977622,140.6687,654.002,5.2301,0.001843,1.88,-1.792,0.021,-0.043,0.066,15
V2CdPb,V,Cd,Pb,l21,0.500181,0.56377225,6.807027069,227.2563,294.002,5.053,0.691374,2.501,2.501,0.03,-0.068,4.964,16
V2CdSb,V,Cd,Sb,l21,0.694347,0.36828375,6.656642427,6.2241,0,6.651,0.426716,2.239,2.239,0.036,-0.044,4.47,17
V2CdSi,V,Cd,Si,l21,0.414156,0.27551875,6.201411324,205.9868,217.502,6.5713,0.237679,0.678,0.678,0.023,-0.014,1.365,16
V2CdSn,V,Cd,Sn,l21,0.386123,0.36467325,6.666933659,125.8143,0,5.3496,0.54181,2.289,2.289,0.02,-0.064,4.534,16
V2CoAl,V,Co,Al,xa,-0.596322,-0.175673,5.903743411,215.4375,337.502,7.7203,0.966007,-0.202,1.462,0.542,-0.004,1.798,22
V2CoAs,V,Co,As,l21,0.111634,-0.08372575,5.899381976,48.494,114.002,8.2004,0.411083,-0.044,-0.044,0.967,0.027,0.906,24
V2CoB,V,Co,B,l21,0.169902,0.05111525,5.561192601,216.3993,229.502,7.6931,0.11414,0.582,0.582,1.278,0.067,2.509,22
V2CoBi,V,Co,Bi,xa,-0.281346,0.427157,6.256393119,344.801,544.502,8.4457,0.82983,0.784,-0.973,0.339,-0.034,0.116,24
V2CoGa,V,Co,Ga,xa,-0.340823,-0.1272275,5.902184947,382.0604,328.502,6.5093,0.884252,-0.185,1.435,0.564,0.009,1.823,22
V2CoGe,V,Co,Ge,xa,-0.213604,-0.12039425,5.879911084,257.8763,171.002,7.6661,0.834989,-0.263,0.791,0.376,0.004,0.908,23
V2CoIn,V,Co,In,xa,-0.707984,0.163586,6.149443218,631.8188,352.502,7.1235,0.794523,-0.391,1.567,0.668,0.029,1.873,22
V2CoPb,V,Co,Pb,xa,-0.470191,0.40430475,6.220995353,212.8277,391.502,7.5094,0.554334,-0.571,1.107,0.38,0.028,0.944,23
V2CoSb,V,Co,Sb,xa,-0.372071,0.070159,6.098541429,51.9091,169.502,9.3506,0.476854,0.134,-0.156,0.109,-0.001,0.086,24
V2CoSi,V,Co,Si,xa,-0.345337,-0.286317,5.776486817,373.0535,136.502,8.7344,0.916549,-0.186,0.716,0.386,-0.004,0.912,23
V2CoSn,V,Co,Sn,xa,-0.579554,0.07210725,6.129494322,242.0507,316.502,7.6295,0.714987,-0.469,1.001,0.412,0.029,0.973,23
V2CrAl,V,Cr,Al,l21,0.047261,-0.06205,5.970062956,110.8427,108.002,7.7867,0.713741,0.606,0.606,-0.384,0,0.828,19
V2CrAs,V,Cr,As,xa,-0.199694,-0.0887405,5.910434055,103.7683,243.002,8.7976,0.38098,-0.449,1.052,0.997,-0.015,1.585,21
V2CrB,V,Cr,B,l21,0.181901,0.0575645,5.589899723,18.3512,0,8.1455,0.00622,0.002,0.002,-0.001,0,0.003,19
V2CrBi,V,Cr,Bi,xa,-0.171392,0.4101645,6.359222001,18.8072,1108.5,8.474,0.006228,-1.178,1.604,2.271,0.002,2.699,21
V2CrGa,V,Cr,Ga,l21,0.058078,-0.051366,5.959206038,159.814,99.0015,6.694,0.704028,0.61,0.61,-0.374,0.015,0.861,19
V2CrGe,V,Cr,Ge,xa,-0.118725,-0.115554,5.947287046,8.6471,189.002,7.7384,0.833951,-0.413,1.107,1.122,-0.012,1.804,20
V2CrIn,V,Cr,In,xa,-0.072425,0.27163025,6.247971477,278.1329,657.002,6.9008,0.562875,-0.878,0.475,2.104,-0.013,1.688,19
V2CrPb,V,Cr,Pb,xa,-0.16251,0.43331625,6.31729764,105.0813,766.502,7.3729,0.704532,-0.939,1.196,2.026,-0.003,2.28,20
V2CrSb,V,Cr,Sb,xa,-0.302603,0.0573275,6.205566283,50.1706,864.002,9.3464,0.096736,-0.938,1.557,2.022,-0.019,2.622,21
V2CrSi,V,Cr,Si,xa,-0.112412,-0.2734315,5.853216388,50.613,165.002,8.7379,0.340039,-0.259,1.066,0.813,-0.02,1.6,20
V2CrSn,V,Cr,Sn,xa,-0.200405,0.10260275,6.218370573,95.088,655.502,7.5163,0.462347,-0.776,1.157,1.764,0,2.145,20
V2CuAl,V,Cu,Al,xa,-0.047209,0.10379475,6.021596898,69.3251,261.002,6.7706,0.29169,1.138,-0.872,0.063,-0.011,0.318,14
V2CuAs,V,Cu,As,l21,0.752843,0.01710075,5.974881181,113.3791,37.5015,7.7176,0.580391,0.352,0.352,0.005,0,0.709,16
V2CuB,V,Cu,B,l21,1.268982,0.19322025,5.616778266,1.3471,0,7.027,0.000456,0,0,0,0,0,14
V2CuBi,V,Cu,Bi,l21,0.200949,0.52255075,6.375352521,535.725,919.502,7.6822,0.172844,0.867,0.867,-0.003,-0.005,1.726,16
V2CuGa,V,Cu,Ga,l21,0.270809,0.0756765,5.992276008,63.219,0,5.7917,0.011549,0.042,0.042,-0.001,-0.001,0.082,14
V2CuGe,V,Cu,Ge,l21,0.496848,0.01956375,5.975954569,1.7359,0,7.0264,0.006581,0.001,0.001,0,0,0.002,15
V2CuIn,V,Cu,In,xa,-0.249533,0.31930875,6.286511625,41.2817,501.002,6.1317,0.22754,1.527,-1.518,0.064,-0.065,0.008,14
V2CuPb,V,Cu,Pb,l21,0.011975,0.53500675,6.356612777,317.2263,424.502,6.7138,0.433605,1.263,1.263,-0.004,-0.016,2.506,15
V2CuSb,V,Cu,Sb,l21,0.177337,0.22430025,6.228988488,273.4965,307.502,8.5007,0.160524,0.641,0.641,0.001,-0.01,1.273,16
V2CuSi,V,Cu,Si,l21,0.443148,-0.0893915,5.88931419,26.4914,0,7.9757,0.000368,0,0,0,0,0,15
V2CuSn,V,Cu,Sn,xa,-0.076957,0.2490095,6.256670305,10.1479,429.002,6.8574,0.071623,1.156,-0.967,0.071,-0.023,0.237,15
V2FeAl,V,Fe,Al,xa,-0.662977,-0.19731475,5.917632402,29.113,333.002,7.7661,0.346958,-0.211,1.749,1.142,-0.015,2.665,21
V2FeAs,V,Fe,As,xa,-0.353942,-0.09174825,5.845046477,182.4286,135.002,8.9855,0.854447,-0.312,0.629,0.648,-0.001,0.964,23
V2FeB,V,Fe,B,xa,-0.03436,0.0390665,5.537541294,13.0679,180.002,8.0854,0.008255,-0.016,1.455,0.796,-0.037,2.198,21
V2FeBi,V,Fe,Bi,l21,0.041687,0.42364575,6.338905409,44.7293,0,8.4133,0.203321,-0.888,-0.888,2.588,0.036,0.848,23
V2FeGa,V,Fe,Ga,xa,-0.408308,-0.15190225,5.915437543,28.497,313.502,6.597,0.13538,-0.244,1.702,1.204,-0.01,2.652,21
V2FeGe,V,Fe,Ge,xa,-0.661914,-0.16085075,5.88199422,202.8787,349.502,8.0048,0.899809,-0.421,1.335,0.951,-0.01,1.855,22
V2FeIn,V,Fe,In,xa,-0.480729,0.1558565,6.170035582,66.8925,426.002,7.1972,0.231981,-0.548,1.743,1.551,-0.001,2.745,21
V2FePb,V,Fe,Pb,xa,-0.101848,0.40120325,6.235199714,522.0145,441.002,7.7625,0.904684,-0.749,1.456,1.199,0.005,1.911,22
V2FeSb,V,Fe,Sb,xa,-0.11123,0.05556525,6.093666635,186.3717,217.502,9.771,0.933861,-0.491,0.778,0.684,-0.001,0.97,23
V2FeSi,V,Fe,Si,xa,-0.775205,-0.336953,5.785639608,237.0782,337.502,9.0374,0.940588,-0.332,1.295,0.893,-0.018,1.838,22
V2FeSn,V,Fe,Sn,xa,-0.281742,0.054285,6.138454779,405.2251,469.502,7.9161,0.964531,-0.65,1.444,1.102,0.009,1.905,22
V2HfAl,V,Hf,Al,xa,-0.280382,-0.0307235,6.393214038,108.6796,730.502,5.8884,0.35867,1.262,-1.429,0.278,0,0.111,17
V2HfAs,V,Hf,As,xa,-0.009091,-0.00869875,6.297811191,37.2113,0,6.999,0.001488,0,0.001,0,0,0.001,19
V2HfB,V,Hf,B,xa,-0.773829,0.26378425,5.984149937,169.9636,0,5.9419,0.073647,-0.045,0.114,-0.011,-0.002,0.056,17
V2HfBi,V,Hf,Bi,l21,0.337837,0.3112135,6.626656857,223.8655,562.502,7.096,0.182354,1.239,1.239,0.068,-0.029,2.517,19
V2HfGa,V,Hf,Ga,xa,-0.380396,-0.0426885,6.366324182,145.8831,651.002,4.9942,0.405292,-1.14,1.466,-0.25,0.004,0.08,17
V2HfGe,V,Hf,Ge,xa,-0.199247,-0.08077775,6.324522857,131.7693,457.502,6.2684,0.077457,-0.723,1.146,-0.286,-0.002,0.135,18
V2HfIn,V,Hf,In,xa,-0.228529,0.16634175,6.610606947,92.4662,676.502,5.5995,0.294475,-1.413,1.837,-0.287,0.027,0.164,17
V2HfPb,V,Hf,Pb,xa,-0.050339,0.344006,6.662519898,40.6421,718.502,6.235,0.443465,-1.223,1.731,-0.417,0.007,0.098,18
V2HfSb,V,Hf,Sb,l21,0.376098,0.0188885,6.466150688,254.8128,378.002,7.8552,0.400298,0.723,0.723,0.007,-0.017,1.436,19
V2HfSi,V,Hf,Si,xa,-0.14967,-0.16139525,6.244577364,158.5465,436.502,7.0112,0.261321,-0.601,0.968,-0.241,-0.002,0.124,18
V2HfSn,V,Hf,Sn,l21,0.001519,0.05920225,6.487871595,30.3906,0,6.3607,0.012157,0.027,0.027,-0.017,0,0.037,18
V2IrAl,V,Ir,Al,xa,-1.154199,-0.480446,6.059171138,869.3198,226.502,8.0009,0.706746,-0.313,1.721,0.187,0.001,1.596,22
V2IrAs,V,Ir,As,l21,0.018024,-0.10256475,6.11496752,222.1607,0,8.0003,0.067568,0.681,0.681,0.118,0.005,1.485,24
V2IrB,V,Ir,B,xa,-0.909203,-0.0275,5.745009252,19.8157,0,8.0229,0.136826,-0.002,0.021,0.004,0,0.023,22
V2IrBi,V,Ir,Bi,l21,0.008347,0.31844825,6.479051145,133.276,130.502,8.1116,0.226833,1.647,1.647,0.111,0.01,3.415,24
V2IrGa,V,Ir,Ga,xa,-0.834549,-0.36035375,6.06955288,533.351,249.002,6.8334,0.808495,-0.303,1.684,0.187,0.025,1.593,22
V2IrGe,V,Ir,Ge,xa,-0.622047,-0.26554925,6.051828541,271.1462,261.002,8.0002,0.355926,-0.365,0.964,0.121,0.007,0.727,23
V2IrIn,V,Ir,In,xa,-0.690724,-0.0712185,6.296565269,550.6994,310.502,7.3508,0.735615,-0.464,1.832,0.178,0.061,1.607,22
V2IrPb,V,Ir,Pb,xa,-0.287857,0.25173825,6.378046598,139.5987,508.502,7.696,0.790189,-0.829,1.467,0.103,0.045,0.786,23
V2IrSb,V,Ir,Sb,xa,-0.321964,-0.0147745,6.269647128,458.3791,370.502,9.5655,0.92596,0.844,-0.787,-0.031,-0.004,0.022,24
V2IrSi,V,Ir,Si,xa,-1.004303,-0.46043025,5.949053399,111.8694,0,9.0233,0.226188,-0.06,0.172,0.022,0,0.134,23
V2IrSn,V,Ir,Sn,xa,-0.673119,-0.11701,6.277368734,19.9375,522.002,7.947,0.808544,-0.686,1.335,0.124,0.046,0.819,23
V2MnAl,V,Mn,Al,xa,-0.276618,-0.188907,5.928079198,90.54,199.502,7.5351,0.96436,-0.297,1.282,0.84,-0.013,1.812,20
V2MnAs,V,Mn,As,xa,-0.041582,-0.16961675,5.877921285,298.7636,277.502,8.7709,0.688515,-0.558,1.145,1.245,-0.016,1.816,22
V2MnB,V,Mn,B,l21,0.018539,-0.01398025,5.554098906,1.5592,0,8.1026,0.000272,0.001,0.001,-0.001,0,0.001,20
V2MnBi,V,Mn,Bi,l21,0.176956,0.31408,6.468390803,515.8869,937.502,7.8209,0.053206,2.081,2.081,-3.115,-0.049,0.998,22
V2MnGa,V,Mn,Ga,xa,-0.182309,-0.1576185,5.921981109,232.9697,178.502,6.4243,0.93432,-0.379,1.183,1.064,-0.013,1.855,20
V2MnGe,V,Mn,Ge,xa,-0.295302,-0.2254325,5.918881153,53.5491,441.002,7.6838,0.563309,-0.506,1.549,1.563,-0.021,2.585,21
V2MnIn,V,Mn,In,xa,-0.202269,0.14555575,6.237089104,141.3507,586.502,6.7354,0.451097,-1.089,1.446,2.534,-0.018,2.873,20
V2MnPb,V,Mn,Pb,xa,-0.110245,0.318435,6.29900903,48.3001,640.502,7.4858,0.750859,-1.069,1.603,2.316,-0.008,2.842,21
V2MnSb,V,Mn,Sb,xa,-0.112447,-0.018463,6.134560035,237.0506,415.502,9.5651,0.921826,-0.782,1.277,1.409,-0.016,1.888,22
V2MnSi,V,Mn,Si,xa,-0.465445,-0.39294025,5.817978429,23.8793,282.002,8.7608,0.243516,-0.348,1.44,1.169,-0.028,2.233,21
V2MnSn,V,Mn,Sn,xa,-0.319808,-0.018762,6.193264039,86.4797,718.502,7.5936,0.744991,-0.874,1.609,2.059,-0.004,2.79,21
V2MoAl,V,Mo,Al,l21,0.278808,-0.13842375,6.122997424,280.482,76.5015,8.35,0.52171,0.485,0.485,-0.152,-0.006,0.812,19
V2MoAs,V,Mo,As,xa,-0.105923,-0.05613875,6.081739158,50.8934,0,9.0576,0.002125,-0.166,0.608,0.122,-0.006,0.558,21
V2MoB,V,Mo,B,l21,0.055659,0.17562375,5.783781331,15.6516,0,8.6512,0.051346,0.02,0.02,-0.003,-0.001,0.036,19
V2MoBi,V,Mo,Bi,l21,0.003197,0.43500175,6.457265185,79.1446,525.002,9.1816,0.003987,1.443,1.443,-0.747,0.003,2.142,21
V2MoGa,V,Mo,Ga,l21,0.267623,-0.10370175,6.111304707,213.6381,81.0015,7.334,0.78262,0.503,0.503,-0.153,-0.001,0.852,19
V2MoGe,V,Mo,Ge,l21,0.031176,-0.103349,6.099855234,231.2524,159.002,8.4444,0.281387,0.612,0.612,-0.159,-0.01,1.055,20
V2MoIn,V,Mo,In,l21,0.373901,0.17189975,6.327941011,129.394,147.002,7.8494,0.580621,0.625,0.625,-0.25,0.006,1.006,19
V2MoPb,V,Mo,Pb,l21,0.153831,0.399027,6.415729732,3.5028,205.502,8.1825,0.433811,1.105,1.105,-0.5,0.005,1.715,20
V2MoSb,V,Mo,Sb,xa,-0.05498,0.074681,6.328274766,150.0971,177.002,9.733,0.086316,-0.419,1.529,0.325,-0.007,1.428,21
V2MoSi,V,Mo,Si,l21,0.011644,-0.24435125,6.00905848,150.3614,0,9.3928,0.064051,0.252,0.252,-0.013,-0.005,0.486,20
V2MoSn,V,Mo,Sn,l21,0.135267,0.066549,6.331838584,32.2331,270.002,8.3291,0.465712,1.041,1.041,-0.391,0.008,1.699,20
V2NbAl,V,Nb,Al,l21,0.312796,-0.1156395,6.223683773,102.6878,0,6.2803,0.00008,0.001,0.001,-0.001,0,0.001,18
V2NbAs,V,Nb,As,l21,0.185855,-0.08689625,6.161598384,526.1214,123.002,7.3219,0.343573,0.728,0.728,-0.115,-0.011,1.33,20
V2NbB,V,Nb,B,xa,-0.019511,0.22866875,5.895992106,26.8094,0,6.163,0.168464,-0.149,0.443,-0.248,-0.004,0.042,18
V2NbBi,V,Nb,Bi,l21,0.417003,0.29347675,6.516376483,5.0146,210.002,7.4751,0.608487,1.129,1.129,-0.327,-0.006,1.925,20
V2NbGa,V,Nb,Ga,l21,0.256638,-0.10152575,6.202059034,1.0731,0,5.3302,0.001738,0.001,0.001,-0.001,0,0.001,18
V2NbGe,V,Nb,Ge,l21,0.276424,-0.14105275,6.177752945,158.3128,54.0015,6.5182,0.219199,0.316,0.316,-0.063,-0.006,0.563,19
V2NbIn,V,Nb,In,l21,0.374963,0.1255285,6.415763673,33.2073,0,6.0916,0.108686,0.013,0.013,-0.011,0,0.015,18
V2NbPb,V,Nb,Pb,l21,0.400164,0.305411,6.487683504,42.9921,274.502,6.4534,0.674015,0.695,0.695,-0.202,-0.009,1.179,19
V2NbSb,V,Nb,Sb,l21,0.410402,-0.028223,6.393991856,37.498,202.502,8.1029,0.521635,1.046,1.046,-0.249,-0.017,1.826,20
V2NbSi,V,Nb,Si,l21,0.277334,-0.2527125,6.097465213,59.0496,0,7.3441,0.321729,0.205,0.205,-0.034,-0.006,0.37,19
V2NbSn,V,Nb,Sn,l21,0.424415,-0.0066025,6.404625327,94.9191,133.502,6.5588,0.665459,0.605,0.605,-0.161,-0.004,1.045,19
V2NiAl,V,Ni,Al,xa,-0.467559,-0.10067825,5.933778478,220.5461,207.002,7.343,0.728515,-0.131,0.996,0.153,0.001,1.019,23
V2NiAs,V,Ni,As,l21,0.611995,-0.15274125,5.907602799,23.1921,0,7.902,0.00539,0.001,0.001,0,0,0.002,25
V2NiB,V,Ni,B,l21,0.615128,0.06921575,5.582632079,294.1883,0,7.1737,0.340525,0.325,0.325,0.245,0,0.895,23
V2NiBi,V,Ni,Bi,xa,-0.009354,0.4147995,6.306922969,159.2447,538.502,8.0997,0.505164,1.282,-0.926,0.374,-0.016,0.714,25
V2NiGa,V,Ni,Ga,xa,-0.148936,-0.05761925,5.92854306,184.1295,232.502,6.151,0.780373,-0.158,0.984,0.175,0.017,1.018,23
V2NiGe,V,Ni,Ge,l21,0.15177,-0.09766125,5.933516849,504.5001,0,7.0367,0.24123,0.346,0.346,0.021,-0.008,0.705,24
V2NiIn,V,Ni,In,xa,-0.469192,0.187886,6.177976391,240.1591,378.002,6.7399,0.823665,-0.598,1.342,0.122,0.054,0.92,23
V2NiPb,V,Ni,Pb,xa,-0.268324,0.3930635,6.281938058,263.8413,690.002,6.9649,0.703657,1.238,-1.345,0.244,-0.05,0.087,24
V2NiSb,V,Ni,Sb,xa,-0.028533,0.0852995,6.151230784,41.0534,297.002,8.9547,0.403214,0.941,-0.546,0.35,-0.003,0.742,25
V2NiSi,V,Ni,Si,l21,0.022447,-0.21186075,5.850660905,369.7937,0,7.9994,0.215642,0.151,0.151,0.09,-0.003,0.389,24
V2NiSn,V,Ni,Sn,xa,-0.353081,0.08613375,6.177833555,198.0844,516.002,7.1392,0.749684,0.977,-1.086,0.183,-0.047,0.027,24
V2PdAl,V,Pd,Al,xa,-0.722632,-0.1835645,6.109942819,184.9631,378.002,7.9988,0.929207,-0.606,1.339,0.049,0.006,0.788,23
V2PdAs,V,Pd,As,l21,0.68586,-0.14319875,6.107511786,172.7041,0,8.3056,0.002543,0.233,0.233,-0.017,-0.008,0.441,25
V2PdB,V,Pd,B,xa,-0.048514,0.282013,5.775047148,250.2368,210.002,8.2005,0.67266,-0.184,0.932,0.08,-0.021,0.807,23
V2PdBi,V,Pd,Bi,l21,0.139426,0.272966,6.501245812,221.1119,0,8.2048,0.081379,1.47,1.47,-0.037,-0.041,2.862,25
V2PdGa,V,Pd,Ga,xa,-0.403313,-0.12981175,6.10854699,368.5071,372.002,6.8691,0.846291,-0.551,1.281,0.049,0.024,0.803,23
V2PdGe,V,Pd,Ge,l21,0.045834,-0.087731,6.131761306,59.9156,85.5015,7.5248,0.461542,0.55,0.55,0.016,-0.023,1.093,24
V2PdIn,V,Pd,In,xa,-0.472835,0.0520665,6.354795513,103.1376,423.002,7.2059,0.883471,-1.055,1.715,0.013,0.071,0.744,23
V2PdPb,V,Pd,Pb,xa,-0.137748,0.26619925,6.468844765,157.3942,814.502,7.3699,0.73509,1.647,-1.648,0.128,-0.046,0.081,24
V2PdSb,V,Pd,Sb,l21,0.13211,0.00711,6.323978385,384.5501,0,9.1278,0.083417,0.234,0.234,-0.035,-0.009,0.424,25
V2PdSi,V,Pd,Si,xa,-0.145721,-0.18614725,6.0025036,46.3305,0,8.8981,0.665344,-0.269,0.309,-0.016,0,0.024,24
V2PdSn,V,Pd,Sn,xa,-0.301386,-0.011551,6.358587019,272.546,798.002,7.6548,0.752077,1.422,-1.436,0.108,-0.049,0.045,24
V2PtAl,V,Pt,Al,xa,-0.902988,-0.407013,6.088129989,77.5745,369.002,8.8228,0.863238,-0.545,1.259,0.08,0.006,0.8,23
V2PtAs,V,Pt,As,l21,0.833313,-0.20804675,6.142017183,238.8228,0,8.6063,0.030383,0.113,0.113,-0.003,-0.003,0.22,25
V2PtB,V,Pt,B,xa,-0.3986,0.11812725,5.788906441,207.8843,114.002,8.932,0.603893,-0.219,0.9,0.08,-0.015,0.746,23
V2PtBi,V,Pt,Bi,l21,0.461725,0.19248075,6.518356382,262.5324,0,8.6325,0.204485,1.611,1.611,-0.022,-0.035,3.165,25
V2PtGa,V,Pt,Ga,xa,-0.46942,-0.29815,6.100894681,89.064,382.502,7.6364,0.784451,-0.523,1.225,0.07,0.028,0.8,23
V2PtGe,V,Pt,Ge,l21,0.016141,-0.16817025,6.17607993,51.6895,0,8.0028,0.205188,1.252,1.252,0.08,-0.02,2.564,24
V2PtIn,V,Pt,In,xa,-0.371691,-0.07386725,6.340354978,362.9489,522.002,7.9638,0.904515,-0.926,1.613,0.038,0.07,0.795,23
V2PtPb,V,Pt,Pb,l21,0.128325,0.20364525,6.498056761,996.4963,0,7.7648,0.037546,1.816,1.816,0.051,-0.027,3.656,24
V2PtSb,V,Pt,Sb,l21,0.338874,-0.05146825,6.337130571,774.1106,0,9.5336,0.079788,0.381,0.381,-0.006,-0.009,0.747,25
V2PtSi,V,Pt,Si,xa,-0.375041,-0.32193325,5.993113222,36.3675,0,9.7669,0.008304,-0.001,0.001,0,0,0,24
V2PtSn,V,Pt,Sn,xa,-0.19219,-0.08333575,6.347748486,735.4341,0,8.4071,0.939606,1.339,-1.337,0.086,-0.053,0.035,24
V2RhAl,V,Rh,Al,xa,-1.136936,-0.38801525,6.052749194,349.0003,321.002,8.4293,0.833632,-0.282,1.718,0.21,0,1.646,22
V2RhAs,V,Rh,As,xa,-0.012864,-0.1570325,6.028882926,23.1504,0,9.1184,0.004907,-0.001,0.001,0,0,0,24
V2RhB,V,Rh,B,xa,-0.71045,0.01907275,5.724841152,177.9795,151.502,8.5813,0.152169,-0.058,1.344,0.182,-0.027,1.441,22
V2RhBi,V,Rh,Bi,xa,-0.189511,0.22715325,6.412889992,267.6406,687.002,8.8863,0.957802,1.318,-1.354,0.096,-0.026,0.034,24
V2RhGa,V,Rh,Ga,xa,-0.864709,-0.31849375,6.052944356,593.4025,355.502,7.2788,0.868521,-0.253,1.666,0.207,0.021,1.641,22
V2RhGe,V,Rh,Ge,xa,-0.576422,-0.2715965,6.035562257,216.6223,286.502,8.3963,0.808097,-0.391,1.043,0.136,0.006,0.794,23
V2RhIn,V,Rh,In,xa,-0.836882,-0.0653425,6.28367047,439.4095,366.002,7.7368,0.798119,-0.435,1.822,0.203,0.057,1.647,22
V2RhPb,V,Rh,Pb,xa,-0.452864,0.1877425,6.360978454,118.3511,528.002,8.0479,0.800123,-0.816,1.462,0.092,0.043,0.781,23
V2RhSb,V,Rh,Sb,xa,-0.39999,-0.09092875,6.255745409,491.1519,433.502,9.8872,0.918955,0.873,-0.875,0.054,-0.005,0.047,24
V2RhSi,V,Rh,Si,xa,-0.846804,-0.41967025,5.942010615,230.7875,229.502,9.4325,0.674343,-0.285,0.947,0.152,-0.005,0.809,23
V2RhSn,V,Rh,Sn,xa,-0.698231,-0.13586925,6.267047804,162.6442,447.002,8.2657,0.824695,-0.679,1.339,0.119,0.043,0.822,23
V2RuAl,V,Ru,Al,xa,-0.894491,-0.3340105,6.0498246,75.4012,0,8.4219,0.046962,-0.058,1.842,0.254,-0.006,2.032,21
V2RuAs,V,Ru,As,xa,-0.516429,-0.154729,6.003552947,105.6956,0,9.3905,0.015855,-0.214,0.588,0.115,-0.002,0.487,23
V2RuB,V,Ru,B,xa,-0.732797,0.01087325,5.716467594,64.243,145.502,8.6499,0.394297,-0.028,1.375,0.185,-0.025,1.507,21
V2RuBi,V,Ru,Bi,xa,-0.509237,0.302885,6.367210893,130.7456,460.502,9.2262,0.790239,-0.745,1.333,0.195,0.024,0.807,23
V2RuGa,V,Ru,Ga,xa,-0.785791,-0.26459075,6.049022741,45.7954,0,7.2969,0.163499,-0.083,1.783,0.257,0.013,1.97,21
V2RuGe,V,Ru,Ge,xa,-0.808553,-0.252449,6.023694177,274.2515,72.0015,8.4899,0.424457,-0.3,1.208,0.193,0.001,1.102,22
V2RuIn,V,Ru,In,xa,-0.758154,0.0293815,6.281663701,8.8513,0,7.7632,0.105214,-0.111,2.002,0.32,0.044,2.255,21
V2RuPb,V,Ru,Pb,xa,-0.673008,0.272536,6.351258564,583.766,346.502,8.172,0.743604,-0.544,1.766,0.295,0.037,1.554,22
V2RuSb,V,Ru,Sb,xa,-0.776635,-0.05656375,6.228678776,43.7167,301.502,10.1248,0.495488,-0.525,1.088,0.203,0.003,0.769,23
V2RuSi,V,Ru,Si,xa,-1.000977,-0.4217765,5.92920774,74.97,0,9.4884,0.374856,-0.191,0.818,0.132,-0.006,0.753,22
V2RuSn,V,Ru,Sn,xa,-0.875041,-0.07683925,6.264155737,534.2546,316.502,8.3593,0.806415,-0.48,1.752,0.31,0.037,1.619,22
V2ScAl,V,Sc,Al,xa,-0.794575,-0.01195875,6.401515472,201.4763,400.502,5.6281,0.52733,1.659,-1.363,0.159,-0.001,0.454,16
V2ScAs,V,Sc,As,xa,-0.828369,-0.16708525,6.266571214,51.064,621.002,6.8872,0.585846,-0.994,1.288,-0.231,-0.009,0.054,18
V2ScB,V,Sc,B,xa,-1.027424,0.295751,5.936584278,63.6078,0,5.8017,0.19619,0.443,-0.235,0.036,0.003,0.247,16
V2ScBi,V,Sc,Bi,xa,-0.550591,0.1707705,6.686364953,34.7412,1008,6.8668,0.959169,-1.622,1.964,-0.308,0.001,0.035,18
V2ScGa,V,Sc,Ga,xa,-0.926506,-0.050561,6.363693744,366.283,430.502,4.7398,0.492041,1.533,-1.41,0.145,-0.005,0.263,16
V2ScGe,V,Sc,Ge,xa,-0.870055,-0.14439725,6.311035502,15.2049,637.502,5.7603,0.580405,-1.007,1.57,-0.142,-0.006,0.415,17
V2ScIn,V,Sc,In,xa,-0.66392,0.10250225,6.623025156,141.013,523.502,5.3151,0.523262,1.82,-1.828,0.168,-0.033,0.127,16
